Interactions	FigStatus	Notes	geneName	UniProt	Description	Pathway	Glycogene	Reactant	Product	Constraints	Compartment	Rules	Comments					Sequence
None			ST6GAL1	P15907	Beta-galactoside alpha-2,6-sialyltransferase 1	Capping, N-linked, O-GalNAc, O-Fuc	SialylT,α2-6 SialylT	Gal(b1-4)GlcNAc(b1-?)	Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-?)	None	Golgi,Extracellular	{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-?)						265
None			ST6GAL2	Q96JF0	Beta-galactoside alpha-2,6-sialyltransferase 2	Capping, N-linked, O-GalNAc, O-Fuc	SialylT,α2-6 SialylT	GalNAc(b1-4)GlcNAc(b1-?)|Gal(b1-4)GlcNAc(b1-?)	Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-?)|Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-?)	None	Golgi	{Neu5Ac(a2-6)}GalNAc(b1-4)GlcNAc(b1-?)|{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-?)						266
None			ST6GALNAC1	Q9NSC7	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	Capping, O-GalNAc	SialylT,α2-6 SialylT	GalNAc(a1-?)Ser/Thr|Gal(b1-3)GalNAc(a1-?)Ser/Thr|Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-?)Ser/Thr	Neu5Ac(a2-6)GalNAc(a1-?)Ser/Thr|Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-?)Ser/Thr|Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-?)Ser/Thr	None	Golgi	{Neu5Ac(a2-6)}GalNAc(a1-?)Ser/Thr|Gal(b1-3){[Neu5Ac(a2-6)]}GalNAc(a1-?)Ser/Thr|Neu5Ac(a2-3)Gal(b1-3){[Neu5Ac(a2-6)]}GalNAc(a1-?)Ser/Thr						267
None			ST6GALNAC2	Q9UJ37	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	Capping, O-GalNAc	SialylT,α2-6 SialylT	GalNAc(a1-?)Ser/Thr|Gal(b1-3)GalNAc(a1-?)Ser/Thr|Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-?)Ser/Thr	Neu5Ac(a2-6)GalNAc(a1-?)Ser/Thr|Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-?)Ser/Thr|Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-?)Ser/Thr	None	Golgi	{Neu5Ac(a2-6)}GalNAc(a1-?)Ser/Thr|Gal(b1-3){[Neu5Ac(a2-6)]}GalNAc(a1-?)Ser/Thr|Neu5Ac(a2-3)Gal(b1-3){[Neu5Ac(a2-6)]}GalNAc(a1-?)Ser/Thr						268
None			ST6GALNAC3	Q8NDV1	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	Capping, O-GalNAc|Capping,Ganglioside	SialylT,α2-6 SialylT	Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-?)	NeuAc(a2-3)Gal(b1-3)[Neu(a2-6)]GalNAc(b1-?)	nNeu5Ac(a2-3)=1	Golgi,Nucleus	Gal(b1-3){[Neu5Ac(a2-6)]}GalNAc(b1-?)						269
None			ST6GALNAC4	Q9H4F1	Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase	Capping, O-GalNAc|Capping,Ganglioside	SialylT,α2-6 SialylT	Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-?)	NeuAc(a2-3)Gal(b1-3)[Neu(a2-6)]GalNAc(b1-?)	nNeu5Ac(a2-3)=1	Golgi	Neu5Ac(a2-3)Gal(b1-3){Neu5Ac(a2-6)]}GalNAc(b1-?)						270
None			ST6GALNAC5	Q9BVH7	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	Capping,Ganglioside	SialylT,α2-6 SialylT	NeuAc(a2-3)Gal(b1-3)GalNAc(b1-?)...Cer	NeuAc(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(b1-?)...Cer	nNeu5Ac(a2-3)=1	Golgi	Neu5Ac(a2-3)Gal(b1-3){[Neu5Ac(a2-6)]}GalNAc(b1-?)Gal(b1-4)Glc(b1-?)						271
None			ST6GALNAC6	Q969X2	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	Capping,Ganglioside	SialylT,α2-6 SialylT	Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-?)...Cer	Neu5Ac(a2-3)Gal(b1-3)[NeuAc(a2-6)]GalNAc(b1-?)...Cer	nNeu5Ac(a2-?)<4	Golgi,Cytosol,Cell Membrane	Gal(b1-3){[Neu5Ac(a2-6)]}GalNAc(b1-4)Gal(b1-4)Glc(b1-?)						272
None			ST8SIA1	Q92185	Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase	Capping,Ganglioside	SialylT,α2-8 SialylT	NeuAc(a2-3)Gal(b1-?)Glc(b1-?)Cer|NeuAc(a2-8)NeuAc(a2-3)Gal(b1-?)Glc(b1-?)Cer|NeuAc(a2-3)Gal(b1-?)...Glc(b1-?)Cer	NeuAc(a2-8)NeuAc(a2-3)Gal(b1-?)Glc(b1-?)Cer|NeuAc(a2-8)NeuAc(a2-8)NeuAc(a2-3)Gal(b1-?)Glc(b1-?)Cer|NeuAc(a2-8)NeuAc(a2-3)Gal(b1-?)...Glc(b1-?)Cer	nNeu5Ac<5	Golgi	{Neu5Ac(a2-8)}Neu5Ac(a2-3)Gal(b1-?)Glc(b1-?)Cer|{Neu5Ac(a2-8)}Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-?)Glc(b1-?)Cer|{Neu5Ac(a2-8)}Neu5Ac(a2-3)Gal(b1-?)...Glc(b1-?)Cer						273
None		Restricted to selected proteins (NCAM, SynCAM-1) (was already there)	ST8SIA2	Q92186	Alpha-2,8-sialyltransferase 8B	Capping, N-linked, O-GalNAc	SialylT,α2-8 SialylT	NeuAc(a2-?)	NeuAc(a2-8)NeuAc(a2-?)	!Cer	Golgi,Endosome	{Neu5Ac(a2-8)}Neu5Ac(a2-?)						274
None		Broad specificity for GSLs and proteins	ST8SIA3	O43173	Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase	Capping, N-linked,Ganglioside	SialylT,α2-8 SialylT	NeuAc(a2-?)	NeuAc(a2-8)NeuAc(a2-?)	None	Golgi	{Neu5Ac(a2-8)}Neu5Ac(a2-?)						275
None		Restricted to selected proteins (NCAM, SynCAM-1)	ST8SIA4	Q92187	CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase	Capping, N-linked, O-GalNAc	SialylT,α2-8 SialylT	NeuAc(a2-?)	NeuAc(a2-8)NeuAc(a2-?)	!Cer	Golgi	{Neu5Ac(a2-8)}Neu5Ac(a2-?)						276
None			ST8SIA5	O15466	Alpha-2,8-sialyltransferase 8E	Capping,Ganglioside	SialylT,α2-8 SialylT	NeuAc(a2-8)NeuAc(a2-3)Gal(b1-?)Glc(b1-?)Cer|NeuAc(a2-3)Gal(b1-?)...Glc(b1-?)Cer	NeuAc(a2-8)NeuAc(a2-8)NeuAc(a2-3)Gal(b1-?)Glc(b1-?)Cer|NeuAc(a2-8)NeuAc(a2-3)Gal(b1-?)...Glc(b1-?)Cer	nNeu5Ac<4	Golgi	{Neu5Ac(a2-8)}Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-?)Glc(b1-?)Cer|{Neu5Ac(a2-8)}Neu5Ac(a2-3)Gal(b1-?)...Glc(b1-?)Cer						277
None			ST8SIA6	P61647	Alpha-2,8-sialyltransferase 8F	Capping, O-GalNAc	SialylT,α2-8 SialylT	NeuAc(a2-?)...Ser/Thr	NeuAc(a2-8)NeuAc(a2-?)...Ser/Thr	None	Golgi	{Neu5Ac(a2-8)}Neu5Ac(a2-?)...Ser/Thr						278
None			B3GAT1	Q9P2W7	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1	Capping, HNK-1	GlcAT	Gal(b1-4)GlcNAc(b1-?)	GlcA(b1-3)Gal(b1-4)GlcNAc(b1-?)	!GlcA(b1-3)Gal(b1-4)GlcNAc(b1-?)	Golgi,Extracellular	{GlcA(b1-3)}Gal(b1-4)GlcNAc(b1-?)						279
None			B3GAT2	Q9NPZ5	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2	Capping, HNK-1	GlcAT	Gal(b1-4)GlcNAc(b1-?)	GlcA(b1-3)Gal(b1-4)GlcNAc(b1-?)	!GlcA(b1-3)Gal(b1-4)GlcNAc(b1-?)	Golgi	{GlcA(b1-3)}Gal(b1-4)GlcNAc(b1-?)						280
None			B3GALT1	Q9Y5Z6	Beta-1,3-galactosyltransferase 1	Type I LacNAc, N-linked, O-GalNAc	GalT,β3GalT	GlcNAc(b1-?)	Gal(b1-3)GlcNAc(b1-?)	!Gal(b1-4)GlcNAc(b1-?)&!@GlcNAc(b1-4)[...]Man(b1-4)	Golgi	{Gal(b1-3)}GlcNAc(b1-?)						281
None			B3GALT2	O43825	Beta-1,3-galactosyltransferase 2	Type I LacNAc, N-linked, O-GalNAc	GalT,β3GalT	GlcNAc(b1-?)	Gal(b1-3)GlcNAc(b1-?)	!Gal(b1-4)GlcNAc(b1-?)&!@GlcNAc(b1-4)[...]Man(b1-4)	Golgi	{Gal(b1-3)}GlcNAc(b1-?)						282
None			B3GALT4	O96024	Beta-1,3-galactosyltransferase 4	Glycolipids,Ganglioside,GPI_Linked	GalT,β3GalT	GalNAc(b1-4)...Glc(b1-?)Cer|[anchored-protein][6EtNP]Man(a1-2)Man(a1-2)Man(a1-6)[2EtNP][GalNAc(b1-4)]Man(a1-4)GlcN(a1-6)(ancyl)PI	Gal(b1-3)GalNAc(b1-4)...Glc(b1-?)Cer|[anchored-protein][6EtNP]Man(a1-2)Man(a1-2)Man(a1-6)[2EtNP][Gal(b1-3)GalNAc(b1-4)]Man(a1-4)GlcN(a1-6)(ancyl)PI	nNeu5Ac(a2-?)<4&GalNAc(b1-4)<3	Golgi	{Gal(b1-3)}GalNAc(b1-4)...Glc(b1-?)Cer|[anchored-protein][6EtNP]Man(a1-2)Man(a1-2)Man(a1-6)[2EtNP][{Gal(b1-3)}GalNAc(b1-4)]Man(a1-4)GlcN(a1-6)(ancyl)PI						283
None			B3GALT5	Q9Y2C3	Beta-1,3-galactosyltransferase 5	Glycolipids,Lacto,Globo,Core3	GalT,β3GalT	GlcNAc(b1-3)...Glc(b1-?)Cer|GalNAc(b1-3)Gal(a1-4)...Glc(b1-?)Cer|GlcNAc(b1-3)[GalNAc(b1-6)]GalNAc(a1-1)Ser/Thr|GalNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-1)Ser/Thr	Gal(b1-3)GlcNAc(b1-3)...Glc(b1-?)Cer|Gal(b1-3)GalNAc(b1-3)Gal(a1-4)...Glc(b1-?)Cer|Gal(b1-3)GlcNAc(b1-3)[GalNAc(b1-6)]GalNAc(a1-1)Ser/Thr|GalNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]GalNAc(a1-1)Ser/Thr	!Asn	Golgi,Endoplasmic Reticulum	{Gal(b1-3)}GlcNAc(b1-3)...Glc(b1-?)Cer|{Gal(b1-3)}GalNAc(b1-3)Gal(a1-4)...Glc(b1-?)Cer|{Gal(b1-3)}GlcNAc(b1-3)[GalNAc(b1-6)]GalNAc(a1-1)Ser/Thr|GalNAc(b1-6){[Gal(b1-3)}GlcNAc(b1-3)]GalNAc(a1-1)Ser/Thr						284
None			A4GALT	Q9NPC4	Lactosylceramide 4-alpha-galactosyltransferase	Glycolipids,GlcCer,Ganglioside,Globo,Lacto,Neolacto	GalT,β4GalT	Gal(b1-4)Glc(b1-?)Cer|Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-?)Cer	Gal(a1-4)Gal(b1-4)Glc(b1-?)Cer|Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-?)Cer	None	Golgi	{Gal(a1-4)}Gal(b1-4)Glc(b1-?)|{Gal(a1-4)}Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-?)						285
None			B4GALT1	P15291	Beta-1,4-galactosyltransferase 1	Type II LacNAc,N-linked, O-GalNAc,POFUT1_Type,KS_Polymerization	GalT,β4GalT	GlcNAc(b1-?)|Glc(b1-?)	Gal(b1-4)GlcNAc(b1-?)|Gal(b1-4)Glc(b1-?)	!Gal(b1-3)GlcNAc(b1-?)&!@GlcNAc(b1-4)[...]Man(b1-4)	Golgi,Extracellular,Cell Membrane,transGolgi,Exosome	{Gal(b1-4)}GlcNAc(b1-?)|{Gal(b1-4)}Glc(b1-?)						286
None			B4GALT2	O60909	Beta-1,4-galactosyltransferase 2	Type II LacNAc, N-linked, O-GalNAc	GalT,β4GalT	GlcNAc(b1-?)	Gal(b1-4)GlcNAc(b1-?)	!Gal(b1-3)GlcNAc(b1-?)&!@GlcNAc(b1-4)[...]Man(b1-4)	Golgi,Nucleus	{Gal(b1-4)}GlcNAc(b1-?)						287
None			B4GALT3	O60512	Beta-1,4-galactosyltransferase 3	Type II LacNAc, N-linked, O-GalNAc, KS_Polymerization	GalT,β4GalT	GlcNAc(b1-?)	Gal(b1-4)GlcNAc(b1-?)	!Gal(b1-3)GlcNAc(b1-?)&!@GlcNAc(b1-4)[...]Man(b1-4)	Golgi,Cytosol,Exosome	{Gal(b1-4)}GlcNAc(b1-?)						288
None			B4GALT4	O60513	Beta-1,4-galactosyltransferase 4	Type II LacNAc, N-linked, O-GalNAc, KS_Polymerization	GalT,β4GalT	GlcNAc(b1-?)	Gal(b1-4)GlcNAc(b1-?)	!Gal(b1-3)GlcNAc(b1-?)&!@GlcNAc(b1-4)[...]Man(b1-4)	Golgi	{Gal(b1-4)}GlcNAc(b1-?)						289
None			B4GALT5	O43286	Beta-1,4-galactosyltransferase 5	Type II LacNAc, N-linked, O-GalNAc	GalT,β4GalT	GlcNAc(b1-?)	Gal(b1-4)GlcNAc(b1-?)	!Gal(b1-3)GlcNAc(b1-?)&!@GlcNAc(b1-4)[...]Man(b1-4)	Golgi	{Gal(b1-4)}GlcNAc(b1-?)						290
None			B4GALT6	Q9UBX8	Beta-1,4-galactosyltransferase 6	GlcCer, Lacto,Neolacto	GalT,β4GalT	Glc(b1-?)Cer	Gal(b1-4)Glc(b1-?)Cer	None	Golgi	{Gal(b1-4)}Glc(b1-?)Cer						291
None			C1GALT1	Q9NS00	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	O-GalNAc,Core1,Core2,Type III LacNAc	GalT	GalNAc(a1-?)Ser/Thr	Gal(b1-3)GalNAc(a1-?)Ser/Thr	None	Golgi	{Gal(b1-3)}GalNAc(a1-?)Ser/Thr						292
None			C1GALT1C1	Q96EU7	C1GALT1-specific chaperone 1	 O-GalNAc,Core1,Core2,Type III LacNAc	Regulator	no reaciton	no reaction	None	Golgi,Exosome	no reaction						293
None			UGT8	Q16880	2-hydroxyacylsphingosine 1-beta-galactosyltransferase	Glycolipids,GalCer	GalT	Cer	Gal(b1-?)Cer	None	Endoplasmic Reticulum,Cell Membrane	{Gal(b1-?)}Cer						294
None			A3GALT2	U3KPV4	Alpha-1,3-galactosyltransferase 2	Capping	Putative_or_Inactive	no reaction	no reaction	None	Golgi,Vesicle	no reaction						295
None	labeling could be better in KS figure		CHST1	O43916	Carbohydrate sulfotransferase 1	KS_Sulfation,O-GalNAc	Modifying_Enzyme,Sulfotransferase,Gal6ST	Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)|...Gal(b1-4)GlcNAc6S(b1-3)|NeuAc(a2-3)Gal(b1-4)GlcNAc6S(b1-?)|NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-?)	Gal6S(b1-4)GlcNAc(b1-3)Gal(b1-4)|...Gal6S(b1-4)GlcNAc6S(b1-3)|NeuAc(a2-3)Gal6S(b1-4)GlcNAc6S(b1-?)|NeuAc(a2-3)Gal6S(b1-4)GlcNAc(b1-?)	None	Golgi,transGolgi network	Gal{6S}(b1-4)GlcNAc(b1-3)Gal(b1-4)|...Gal{6S}(b1-4)GlcNAc6S(b1-3)|Neu5Ac(a2-3)Gal{6S}(b1-4)GlcNAc6S(b1-?)|Neu5Ac(a2-3)Gal{6S}(b1-4)GlcNAc(b1-?)						296
None			CHST2	Q9Y4C5	Carbohydrate sulfotransferase 2	KS_Sulfation,O-GalNAc,Core2, 6-Sulfo_sLeX	Sulfotransferase,GlcNAc6ST	GlcNAc(b1-6)[Gal(b1-3)]GalNAc|GlcNAc(b1-3)Gal(b1-4)GlcNAc|GlcNAc(b1-2)Man|GlcNAc(b1-6)Man 	GlcNAc6S(b1-6)[Gal(b1-3)]GalNAc|GlcNAc6S(b1-3)Gal(b1-4)GlcNAc|GlcNAc6S(b1-2)Man|GlcNAc6S(b1-6)Man 	None	Golgi,Nucleus,transGolgi network,Cytosol	GlcNAc{6S}(b1-6)[Gal(b1-3)]GalNAc|GlcNAc{6S}(b1-3)Gal(b1-4)GlcNAc|GlcNAc{6S}(b1-2)Man|GlcNAc{6S}(b1-6)Man						297
None			CHST5	Q9GZS9	Carbohydrate sulfotransferase 5	KS_Sulfation,O-GalNAc,Core2, 6-Sulfo_sLeX	Sulfotransferase,GlcNAc6ST	GlcNAc(b1-6)[Gal(b1-3)]GalNAc|GlcNAc(b1-3)Gal(b1-4)GlcNAc|GlcNAc(b1-6)Man 	GlcNAc6S(b1-6)[Gal(b1-3)]GalNAc|GlcNAc6S(b1-3)Gal(b1-4)GlcNAc|GlcNAc6S(b1-6)Man 	None	Golgi,transGolgi network	GlcNAc{6S}(b1-6)[Gal(b1-3)]GalNAc|GlcNAc{6S}(b1-3)Gal(b1-4)GlcNAc|GlcNAc{6S}(b1-6)Man						298
None			CHST6	Q9GZX3	Carbohydrate sulfotransferase 6	KS_Sulfation,O-GalNAc,Core2, 6-Sulfo_sLeX	Sulfotransferase,GlcNAc6ST	GlcNAc(b1-6)[Gal(b1-3)]GalNAc|GlcNAc(b1-3)Gal(b1-4)GlcNAc|GlcNAc(b1-6)Man 	GlcNAc6S(b1-6)[Gal(b1-3)]GalNAc|GlcNAc6S(b1-3)Gal(b1-4)GlcNAc|GlcNAc6S(b1-6)Man 	None	Golgi,transGolgi network	GlcNAc{6S}(b1-6)[Gal(b1-3)]GalNAc|GlcNAc{6S}(b1-3)Gal(b1-4)GlcNAc|GlcNAc{6S}(b1-6)Man						299
None			GAL3ST1	Q99999	Galactosylceramide sulfotransferase	GalCer,GlcCer,Capping,Terminal_Gal_Sulfation	Sulfotransferase,Gal3ST	Gal(b1-?)Cer|Gal(b1-4)Glc(b1-?)Cer	Gal3S(b1-?)Cer|Gal3S(b1-4)Glc(b1-?)Cer	None	Golgi,Cell Membrane	Gal{3S}(b1-?)Cer|Gal{3S}(b1-4)Glc(b1-?)Cer						300
None			GAL3ST2	Q9H3Q3	Galactose-3-O-sulfotransferase 2	Glycolipids,GlcCer,O-GalNAc,N-linked,Nlinked_Processing,Capping,Terminal_Gal_Sulfation	Sulfotransferase,Gal3ST	Gal<6S>(b1-4)<[Fuc(a1-3)]>GlcNAc(b1-?)|Gal(b1-3)<[Fuc(a1-4)]>GlcNAc(b1-?)	Gal3S<6S>(b1-4)<[Fuc(a1-3)]>GlcNAc(b1-?)|Gal3S(b1-3)<[Fuc(a1-4)]>GlcNAc(b1-?)	None	Golgi	Gal{3S}<6S>(b1-4)<[Fuc(a1-3)]>GlcNAc(b1-?)|Gal{3S}(b1-3)<[Fuc(a1-4)]>GlcNAc(b1-?)						301
None			GAL3ST3	Q96A11	Galactose-3-O-sulfotransferase 3	Glycolipids,GlcCer,O-GalNAc,N-linked,Nlinked_Processing,Capping,Terminal_Gal_Sulfation	Sulfotransferase,Gal3ST	Gal(b1-4)<6S><[Fuc(a1-3)]>GlcNAc(b1-?)  	Gal3S<6S>(b1-4)<[Fuc(a1-3)]>GlcNAc(b1-?)  	None	Golgi	Gal{3S}<6S>(b1-4)<[Fuc(a1-3)]>GlcNAc(b1-?)						302
None			GAL3ST4	Q96RP7	Galactose-3-O-sulfotransferase 4	Glycolipids,GlcCer,O-GalNAc,Capping,Terminal_Gal_Sulfation	Sulfotransferase,Gal3ST	Gal(b1-3)<GlcNAc(b1-6)>GalNAc(b1-?)	Gal3S(b1-3)<GlcNAc(b1-6)>GalNAc(b1-?)	None	Golgi,Exosome	Gal{3S}(b1-3)<GlcNAc(b1-6)>GalNAc(b1-?)						303
None			CHST10	O43529	Carbohydrate sulfotransferase 10	Capping,HNK-1	Modifying_Enzyme,Sulfotransferase,GlcA3ST	GlcA(b1-3)Gal(b1-4)GlcNAc(b1-?)	GlcA3S(b1-3)Gal(b1-4)GlcNAc(b1-?)	None	Golgi	GlcA{3S}(b1-3)Gal(b1-4)GlcNAc(b1-?)						304
None			CHST4	Q8NCG5	Carbohydrate sulfotransferase 4	O-GalNAc,Core2	Sulfotransferase,GlcNAc6ST	Gal(b1-3)[GlcNAc(b1-6)]GalNAc|Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc	Gal(b1-3)[GlcNAc6S(b1-6)]GalNAc|Gal(b1-3)[Gal(b1-4)GlcNAc6S(b1-6)]GalNAc	None	Golgi,transGolgi network	Gal(b1-3)[GlcNAc{6S}(b1-6)]GalNAc|Gal(b1-3)[Gal(b1-4)GlcNAc{6S}(b1-6)]GalNAc						305
None			CHST8	Q9H2A9	Carbohydrate sulfotransferase 8	Capping,LacDiNAc	Modifying_Enzyme,Sulfotransferase,GalNAc4ST	GalNAc(b1-4)GlcNAc(b1-?)	GalNAc4S(b1-4)GlcNAc(b1-?)	GalNAc(a1-?)|GlcNAc(b1-4)GlcNAc	Golgi	GalNAc{4S}(b1-4)GlcNAc(b1-?)						306
None			CHST9	Q7L1S5	Carbohydrate sulfotransferase 9	Capping,LacDiNAc	Modifying_Enzyme,Sulfotransferase,GalNAc4ST	GalNAc(b1-4)GlcNAc(b1-?)	GalNAc4S(b1-4)GlcNAc(b1-?)	GalNAc(a1-?)|GlcNAc(b1-4)GlcNAc	Golgi,Extracellular	GalNAc{4S}(b1-4)GlcNAc(b1-?)						307
None	no figure		PAPSS1	O43252	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	PAPS_Synthesis	Kinase,Sulfurylase	ATP	PAPS	None	Cytosol	{ATP->PAPS}						308
None	no figure		PAPSS2	O95340	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2	PAPS_Synthesis	Kinase,Sulfurylase	ATP	PAPS	None	Cytosol	{ATP->PAPS}						309
None	no figure		TPST1	O60507	Protein-tyrosine sulfotransferase 1	Protein_Sulfation	Sulfotransferase	no reaction	no reaction	None	Golgi	no reaction						310
None	no figure		TPST2	O60704	Protein-tyrosine sulfotransferase 2	Protein_Sulfation	Sulfotransferase	no reaction	no reaction	None	Golgi,Endoplasmic Reticulum	no reaction						311
None			CALR	P27797	Calreticulin	Regulator	Glycosylation_Regulation	no reaction	no reaction	None	Extracellular,Nucleus,Lysosome,Endoplasmic Reticulum,Endoplasmic Reticulum Lumen,Golgi,Cytosol,ERGIC,Endosome	no reaction						312
None			CANX	P27824	Calnexin	Regulator	Glycosylation_Regulation	no reaction	no reaction	None	Endoplasmic Reticulum,Endoplasmic Reticulum Lumen,Endoplasmic Reticulum,Exosome	no reaction						313
None			UGT1A1	P22309	UDP-glucuronosyltransferase 1A1	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum,Cytosol,Cell Membrane	{GlcA(??-?)}R						314
None			UGT1A10	Q9HAW8	UDP-glucuronosyltransferase 1A10	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						315
None			UGT1A3	P35503	UDP-glucuronosyltransferase 1A3	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						316
None			UGT1A4	P22310	UDP-glucuronosyltransferase 1A4	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						317
None			UGT1A5	P35504	UDP-glucuronosyltransferase 1A5	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						318
None			UGT1A6	P19224	UDP-glucuronosyltransferase 1-6	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						319
None			UGT1A7	Q9HAW7	UDP-glucuronosyltransferase 1A7	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						320
None			UGT1A8	Q9HAW9	UDP-glucuronosyltransferase 1A8	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						321
None			UGT1A9	O60656	UDP-glucuronosyltransferase 1A9	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						322
None			UGT2A1	P0DTE4	UDP-glucuronosyltransferase 2A1	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						323
None			UGT2B10	P36537	UDP-glucuronosyltransferase 2B10	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						324
None			UGT2B17	O75795	UDP-glucuronosyltransferase 2B17	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						325
None			UGT2B28	Q9BY64	UDP-glucuronosyltransferase 2B28	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum,Cytosol,Nucleus	{GlcA(??-?)}R						326
None			UGT2B4	P06133	UDP-glucuronosyltransferase 2B4	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						327
None			UGT2A2	P0DTE5	UDP-glucuronosyltransferase 2A2	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						328
None			UGT2A3	Q6UWM9	UDP-glucuronosyltransferase 2A3	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Cell Membrane	{GlcA(??-?)}R						329
None			UGT2B11	O75310	UDP-glucuronosyltransferase 2B11	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						330
None			UGT2B15	P54855	UDP-glucuronosyltransferase 2B15	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						331
None			UGT2B7	P16662	UDP-glucuronosyltransferase 2B7	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Endoplasmic Reticulum	{GlcA(??-?)}R						332
None			UGT3A1	Q6NUS8	UDP-glucuronosyltransferase 3A1	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Cell Membrane	{GlcA(??-?)}R						333
None			UGT3A2	Q3SY77	UDP-glucuronosyltransferase 3A2	Glucuronidation	Metabolic_GlcAT	R	GlcA(??-?)R	None	Cell Membrane	{GlcA(??-?)}R						334
